"id","created_at","name","has_test","alternate_url"
"130270815","2026-02-09T09:38:24+0300","-",false,"https://hh.ru/vacancy/130270815"
"130297458","2026-02-09T17:36:42+0300","Middle",false,"https://hh.ru/vacancy/130297458"
