"id","created_at","name","has_test","alternate_url"
"126993736","2026-01-20T17:02:32+0300","-",false,"https://hh.ru/vacancy/126993736"
"129673886","2026-01-20T18:27:31+0300","-",true,"https://hh.ru/vacancy/129673886"
